
M 61	-inf	-15.934	-15.209	-16.740	-16.483	-15.446	-16.155	-14.198	-15.602	-16.214	-16.557	-14.189	-15.065	-15.905	-11.287	-14.925	-16.018	-15.636	-13.583	-12.775	-13.513	-11.298	-12.744	-16.696	-15.739	-15.955	-12.439	-8.307	-7.911	-6.154	-5.887	-7.182	-11.541	-13.942	-14.548	-13.915	-13.923	-12.923	-12.013	-15.578	-16.540	-14.214	-15.055	-16.684	-15.673	-15.741	-15.622	-14.802	-12.917	-14.457	-15.916	-16.692	-15.536	-16.237	-15.479	-15.316	-12.573	-12.953	-16.039	-16.146	-15.826	-14.020	-15.048	-15.669	-14.795	-13.726	-13.546	-15.425	-16.193	-15.413	-15.495	-13.868	-16.451	-15.164	-16.687	-18.453	-15.185	-15.505	-16.628	-16.757	-15.753	-15.894	-15.942	-15.461	-14.884	-16.604	-12.540	-14.140	-16.876	-16.689	-17.852	-15.495	-16.370	-15.468	-16.287	-16.027	-14.524	-14.011	-15.936	-16.689	-15.475	-16.563	-16.730	-16.061	-14.560	-15.399	-14.328	-15.308	-15.872	-15.426	-16.261	-14.612	-14.482	-15.389	-14.447	-13.341	-15.093	-16.009	-16.301	-14.823	-14.147	-14.296	-14.324	-15.524	-14.508	-15.906	-16.450	-15.859	-15.789	-15.704	-14.205	-16.528	-13.317	-14.649	-14.864	-15.903	-15.994	-13.436	-14.772	-15.645	-16.542	-15.834	-15.475	-15.814	-16.693	-14.704	-15.756	-14.324	-16.064	-15.757	-14.189	-15.205	-16.252	-16.690	-14.831	-14.072	-15.210	-12.247	-13.812	-16.690	-15.601	-15.315	-12.721	-13.256	-15.387	-16.404	-15.588	-16.020	-16.570	-16.474	-14.999	-16.234	-16.430	-16.264	-15.192	-16.464	-15.918	-15.688	-16.032	-16.553	-15.934	-16.362	-16.134	-16.687	
I 61	-inf	-21.529	-19.843	-18.057	-20.405	-19.598	-20.188	-20.390	-21.592	-20.552	-20.135	-16.133	-18.409	-18.759	-18.910	-19.572	-21.084	-19.412	-18.691	-20.450	-19.388	-18.251	-20.882	-19.804	-16.674	-11.425	-7.744	-7.191	-6.540	-11.571	-11.306	-15.500	-13.835	-19.271	-19.190	-18.226	-19.349	-16.699	-21.685	-20.389	-21.362	-19.992	-20.400	-20.195	-15.587	-17.003	-17.635	-17.178	-19.526	-21.310	-21.357	-18.716	-16.708	-16.035	-20.096	-19.347	-13.213	-20.899	-21.255	-15.484	-20.699	-14.296	-20.694	-20.950	-19.959	-19.455	-19.999	-21.270	-20.057	-14.835	-19.608	-20.623	-21.614	-20.034	-20.944	-23.711	-20.971	-21.290	-21.845	-22.243	-21.402	-17.492	-20.978	-19.642	-18.095	-19.121	-19.769	-20.721	-22.661	-21.912	-23.637	-21.280	-21.807	-21.219	-20.457	-19.932	-18.891	-21.501	-21.607	-21.858	-21.260	-21.909	-22.090	-13.782	-20.157	-20.896	-19.371	-20.148	-17.342	-14.784	-20.624	-20.137	-20.391	-20.387	-19.267	-20.407	-21.018	-21.117	-21.891	-20.166	-15.085	-20.062	-19.502	-21.934	-19.663	-13.489	-21.258	-20.530	-19.063	-19.222	-17.925	-20.449	-19.076	-20.058	-20.087	-19.359	-14.263	-17.645	-20.943	-21.003	-21.329	-21.618	-20.867	-21.078	-21.363	-15.406	-20.954	-14.601	-20.773	-17.177	-19.529	-22.054	-21.472	-21.493	-20.432	-19.857	-20.157	-18.032	-21.859	-22.189	-21.386	-21.100	-15.088	-19.518	-20.142	-20.979	-20.506	-20.381	-20.132	-21.224	-20.011	-20.680	-21.195	-21.724	-20.960	-19.423	-20.683	-20.806	-21.533	-22.338	-21.447	-20.813	-20.460	0.000	
D 61	-inf	-inf	-21.855	-20.439	-21.406	-22.349	-21.973	-22.682	-20.724	-21.393	-22.365	-23.085	-20.717	-21.592	-22.432	-17.814	-18.769	-19.614	-19.815	-20.088	-15.609	-16.873	-17.826	-18.781	-19.736	-20.691	-19.562	-14.027	-10.841	-10.391	-10.221	-11.102	-12.067	-13.007	-13.965	-14.904	-15.861	-16.810	-17.732	-17.962	-18.854	-19.749	-20.632	-21.514	-21.633	-20.702	-21.716	-22.148	-21.327	-19.443	-20.382	-21.320	-18.654	-17.676	-19.508	-16.414	-17.975	-17.091	-17.737	-18.499	-17.118	-17.699	-15.497	-16.836	-17.327	-17.702	-18.219	-15.203	-16.847	-17.804	-18.779	-19.713	-20.379	-21.403	-21.691	-22.646	-23.601	-21.713	-22.032	-18.679	-19.096	-18.798	-18.242	-18.769	-20.212	-20.498	-21.311	-19.048	-20.101	-21.057	-22.012	-22.967	-22.023	-22.897	-21.194	-22.132	-22.553	-21.050	-20.538	-21.493	-22.448	-16.505	-18.614	-17.786	-18.742	-19.092	-17.070	-17.804	-18.213	-18.593	-19.171	-20.471	-21.111	-19.937	-20.718	-19.774	-17.645	-16.258	-17.162	-17.516	-17.952	-18.707	-16.474	-17.879	-18.765	-19.651	-17.603	-19.057	-19.697	-20.654	-21.412	-15.343	-17.049	-15.049	-16.431	-17.184	-18.017	-17.548	-19.393	-19.594	-20.589	-21.544	-21.901	-18.757	-19.703	-18.578	-16.858	-17.062	-16.185	-16.898	-18.626	-19.491	-20.507	-21.462	-22.409	-21.358	-20.599	-21.554	-18.774	-19.729	-20.684	-21.639	-21.842	-17.389	-18.271	-19.153	-20.034	-20.916	-21.798	-22.679	-22.993	-21.519	-22.400	-21.031	-21.846	-21.703	-22.756	-22.446	-22.216	-22.559	-23.080	-20.145	-21.131	-22.106	

M 62	-inf	-16.030	-16.459	-13.765	-14.197	-16.264	-14.480	-15.218	-15.500	-14.386	-14.225	-15.726	-15.129	-16.282	-15.895	-11.040	-14.725	-15.784	-15.619	-13.102	-13.785	-15.740	-12.980	-11.188	-17.768	-13.957	-12.772	-9.206	-9.634	-9.221	-7.726	-5.113	-6.669	-10.156	-14.853	-16.114	-14.669	-15.529	-12.809	-13.161	-15.324	-16.618	-15.784	-13.708	-15.958	-16.264	-15.989	-15.824	-13.757	-12.227	-14.167	-13.980	-16.680	-14.141	-16.443	-16.045	-16.163	-14.753	-12.566	-14.175	-16.705	-15.832	-16.675	-16.222	-15.555	-16.255	-14.671	-14.916	-14.680	-16.575	-14.422	-16.673	-13.665	-15.524	-13.623	-17.526	-14.897	-15.830	-13.299	-15.298	-15.480	-15.956	-15.833	-16.604	-16.638	-13.982	-16.329	-12.780	-12.636	-13.733	-16.675	-14.967	-16.483	-16.122	-15.108	-16.305	-14.768	-13.890	-13.700	-14.222	-16.057	-15.485	-14.622	-15.649	-15.017	-15.837	-15.372	-13.154	-15.976	-15.623	-13.910	-15.901	-15.917	-15.639	-15.158	-15.086	-13.680	-15.037	-14.755	-15.231	-15.957	-15.120	-15.831	-12.991	-14.940	-13.430	-14.007	-16.196	-16.113	-14.967	-16.257	-14.584	-16.555	-13.833	-15.144	-16.308	-14.035	-16.311	-14.747	-15.634	-13.547	-15.446	-16.572	-15.243	-14.234	-16.322	-16.526	-16.449	-15.013	-16.146	-14.482	-13.625	-13.807	-14.311	-16.622	-16.620	-15.100	-18.090	-11.327	-13.257	-14.662	-14.935	-16.800	-14.565	-14.891	-13.896	-15.866	-16.456	-15.044	-14.935	-15.710	-14.811	-14.223	-14.030	-15.119	-14.389	-15.286	-16.412	-15.026	-14.780	-15.995	-13.690	-15.449	-14.141	
I 62	-inf	-21.739	-19.894	-18.499	-21.177	-20.370	-20.960	-20.001	-21.406	-21.325	-20.907	-16.152	-19.181	-19.532	-17.092	-18.773	-21.810	-19.852	-19.365	-18.580	-19.258	-17.103	-18.549	-20.576	-17.447	-12.124	-8.347	-7.364	-6.832	-11.769	-11.673	-12.974	-12.534	-19.742	-19.963	-18.999	-19.728	-17.471	-17.811	-21.162	-22.135	-20.011	-20.852	-20.968	-16.388	-17.631	-18.408	-17.951	-18.721	-20.260	-21.719	-19.085	-17.213	-16.597	-20.869	-20.119	-13.723	-18.725	-21.813	-15.581	-21.168	-14.481	-20.362	-21.326	-20.295	-19.224	-19.137	-21.038	-20.829	-15.548	-20.381	-19.657	-22.244	-20.806	-21.717	-24.258	-20.990	-21.310	-22.433	-22.426	-21.421	-17.817	-21.517	-20.365	-18.867	-19.894	-18.325	-19.929	-22.681	-22.494	-23.657	-21.300	-22.175	-21.273	-21.229	-20.704	-19.663	-19.816	-21.741	-22.494	-21.280	-21.929	-22.452	-13.968	-20.176	-21.011	-19.734	-19.212	-18.066	-15.100	-21.396	-20.388	-20.263	-21.160	-20.040	-19.119	-20.873	-21.418	-21.911	-20.186	-14.900	-20.082	-20.001	-21.321	-20.306	-13.618	-22.031	-21.303	-19.835	-19.995	-16.972	-21.222	-19.095	-20.235	-20.641	-20.132	-14.439	-17.267	-20.577	-21.443	-22.102	-21.637	-21.279	-21.581	-22.135	-15.426	-21.277	-14.796	-21.449	-17.924	-19.984	-21.000	-22.057	-22.265	-20.635	-19.877	-19.725	-18.051	-19.617	-22.495	-21.405	-21.120	-15.378	-17.477	-20.915	-21.752	-21.278	-21.154	-20.905	-21.997	-20.784	-21.452	-21.967	-22.052	-20.980	-19.906	-21.456	-21.493	-21.837	-22.358	-21.739	-21.585	-21.232	0.000	
D 62	-inf	-inf	-21.951	-21.689	-20.287	-20.723	-21.666	-21.006	-21.744	-21.291	-20.911	-20.753	-21.708	-21.656	-22.611	-22.422	-15.313	-16.157	-17.058	-18.144	-15.936	-17.199	-18.154	-19.110	-17.715	-18.670	-17.564	-14.360	-11.740	-12.114	-13.288	-14.169	-10.263	-11.203	-12.161	-13.100	-14.057	-15.006	-15.928	-16.837	-17.729	-18.624	-19.507	-20.389	-18.658	-19.555	-20.568	-21.507	-22.349	-20.282	-18.752	-19.691	-15.941	-16.342	-17.520	-17.378	-18.939	-19.991	-19.537	-19.062	-15.147	-15.728	-16.096	-17.435	-17.879	-18.255	-18.772	-16.328	-17.973	-18.929	-19.905	-18.767	-19.649	-20.180	-21.136	-20.150	-21.105	-21.424	-22.357	-15.349	-15.767	-16.184	-16.733	-17.260	-18.703	-19.518	-19.558	-20.392	-19.290	-19.163	-20.118	-21.073	-21.495	-22.450	-21.848	-21.633	-22.571	-21.293	-20.418	-20.227	-20.749	-17.087	-17.565	-15.678	-16.737	-17.087	-17.435	-18.169	-16.142	-16.521	-17.099	-18.400	-19.191	-19.957	-20.738	-20.485	-19.390	-14.844	-15.748	-16.102	-16.539	-18.321	-17.298	-18.704	-19.511	-20.155	-15.127	-16.581	-17.221	-18.178	-18.936	-17.396	-19.101	-18.288	-19.670	-19.325	-20.158	-15.589	-17.435	-18.390	-19.386	-19.319	-20.285	-19.855	-20.388	-16.119	-16.504	-17.832	-18.127	-18.839	-20.418	-20.999	-20.142	-19.875	-20.822	-21.782	-22.737	-21.628	-22.583	-17.854	-18.809	-19.764	-20.719	-21.468	-21.085	-21.410	-20.415	-21.297	-22.179	-21.564	-21.454	-22.229	-21.330	-18.825	-19.640	-20.455	-20.899	-21.813	-22.768	-21.553	-21.307	-20.206	-20.204	-21.179	

M 63	-inf	-14.047	-14.147	-15.781	-14.101	-13.895	-15.695	-15.603	-13.101	-14.177	-16.008	-14.987	-14.126	-13.910	-14.629	-16.282	-12.205	-14.917	-15.061	-16.073	-13.955	-16.147	-15.515	-14.604	-13.896	-16.234	-10.973	-9.618	-9.268	-8.379	-9.030	-8.807	-6.286	-8.791	-10.622	-12.597	-13.728	-14.938	-14.990	-12.817	-14.030	-14.381	-14.263	-16.095	-13.322	-14.888	-14.942	-15.121	-16.455	-14.875	-12.028	-15.790	-13.865	-16.041	-14.077	-15.187	-15.211	-13.661	-14.720	-13.426	-14.900	-15.421	-15.183	-14.949	-14.980	-15.041	-14.636	-13.828	-16.105	-15.250	-15.083	-15.072	-14.825	-13.557	-15.829	-16.849	-14.754	-15.050	-16.318	-14.808	-13.709	-14.329	-13.454	-14.790	-14.920	-16.163	-12.921	-16.387	-14.887	-14.254	-15.015	-16.355	-15.548	-15.570	-14.900	-15.154	-16.366	-14.872	-15.463	-15.321	-15.553	-15.587	-15.337	-15.036	-14.650	-14.530	-15.243	-16.206	-12.677	-15.448	-15.677	-13.985	-15.061	-15.350	-15.198	-15.251	-14.564	-13.945	-15.761	-14.733	-15.115	-14.873	-14.300	-16.477	-13.042	-15.695	-15.111	-14.145	-14.887	-14.544	-14.235	-15.666	-14.500	-15.433	-13.966	-14.706	-15.584	-14.774	-14.244	-14.054	-16.464	-13.815	-14.349	-14.527	-16.067	-14.018	-14.447	-15.076	-14.764	-14.447	-16.334	-16.098	-14.836	-15.013	-12.950	-14.474	-15.589	-17.932	-16.445	-12.949	-14.833	-16.137	-15.955	-14.182	-15.069	-16.447	-13.716	-15.000	-16.472	-15.232	-14.677	-13.721	-16.418	-14.759	-14.544	-16.441	-14.771	-14.171	-14.852	-16.033	-13.943	-15.142	-13.423	-15.529	
I 63	-inf	-21.835	-20.848	-17.887	-20.001	-21.143	-20.284	-20.774	-21.304	-20.189	-20.030	-17.689	-19.954	-20.305	-17.864	-14.887	-20.517	-20.000	-20.138	-18.907	-19.531	-17.876	-18.785	-16.993	-18.220	-12.824	-8.950	-7.536	-7.124	-12.542	-12.445	-10.905	-7.662	-15.956	-20.657	-19.771	-20.473	-18.244	-18.584	-18.959	-21.122	-20.784	-21.581	-19.505	-17.188	-18.155	-19.181	-18.723	-19.493	-18.030	-19.970	-17.923	-17.718	-15.681	-21.641	-20.892	-14.423	-19.498	-18.339	-15.678	-21.940	-14.665	-21.134	-21.879	-21.056	-19.997	-19.909	-20.530	-20.476	-16.261	-20.217	-20.429	-19.458	-21.329	-19.428	-23.331	-20.702	-21.635	-19.104	-20.967	-21.149	-18.141	-21.408	-21.234	-19.640	-19.768	-19.098	-18.568	-18.441	-19.538	-22.479	-20.772	-22.288	-21.927	-20.911	-21.477	-20.436	-19.695	-19.505	-20.027	-21.862	-20.850	-20.343	-14.154	-20.634	-21.449	-20.507	-17.059	-18.789	-15.416	-19.542	-21.161	-21.035	-21.417	-20.813	-19.891	-19.459	-20.446	-20.365	-20.594	-15.310	-20.854	-20.773	-18.788	-20.737	-13.746	-19.609	-21.940	-20.608	-20.746	-17.462	-20.004	-19.868	-19.419	-20.920	-20.904	-14.615	-17.580	-20.552	-21.433	-19.352	-21.250	-22.051	-21.010	-20.020	-15.848	-22.047	-14.992	-20.398	-18.313	-20.277	-19.420	-19.611	-20.115	-21.408	-20.649	-19.616	-18.824	-17.132	-19.062	-20.467	-20.740	-15.668	-18.564	-20.688	-19.693	-21.663	-21.926	-20.841	-20.732	-21.507	-20.608	-20.020	-19.818	-20.907	-18.786	-21.091	-22.217	-20.831	-20.585	-21.800	-19.482	-21.250	0.000	
D 63	-inf	-inf	-19.968	-19.377	-20.344	-20.627	-20.422	-21.365	-22.129	-18.891	-19.864	-20.819	-21.515	-20.653	-20.437	-21.156	-20.555	-18.720	-19.095	-20.181	-18.906	-20.170	-21.125	-22.042	-21.132	-20.423	-19.842	-12.561	-12.151	-11.748	-12.446	-13.327	-13.957	-12.491	-13.449	-14.388	-15.344	-16.294	-17.216	-18.125	-19.017	-19.912	-20.794	-20.783	-21.044	-18.351	-19.364	-20.303	-21.242	-22.180	-21.401	-18.554	-17.752	-16.005	-17.837	-15.012	-16.573	-17.626	-18.433	-19.194	-14.398	-14.979	-15.347	-16.686	-16.606	-16.982	-17.499	-16.292	-17.937	-18.893	-19.769	-19.428	-20.310	-21.335	-20.085	-21.040	-21.995	-21.282	-21.577	-18.368	-18.785	-16.755	-16.677	-17.205	-18.647	-19.462	-20.275	-19.428	-20.482	-21.414	-20.781	-21.543	-22.498	-22.076	-21.297	-21.426	-21.680	-22.646	-21.399	-21.990	-21.848	-16.584	-17.667	-16.393	-17.452	-17.802	-16.200	-16.934	-17.343	-15.731	-16.309	-17.609	-18.401	-19.167	-19.947	-20.526	-19.555	-15.729	-16.633	-16.987	-17.423	-19.206	-17.052	-18.457	-19.343	-18.257	-17.392	-18.083	-18.438	-19.395	-20.153	-15.373	-17.079	-16.232	-17.614	-18.147	-18.980	-17.138	-18.983	-19.065	-20.061	-21.016	-19.882	-17.631	-18.577	-17.952	-16.172	-15.753	-16.048	-16.760	-18.489	-19.354	-20.369	-20.904	-21.539	-19.476	-20.431	-21.386	-22.341	-22.972	-19.476	-20.431	-21.386	-20.623	-20.702	-21.584	-22.465	-20.235	-21.117	-21.999	-21.752	-21.196	-20.240	-21.019	-21.270	-21.055	-22.109	-21.298	-20.698	-21.380	-22.335	-18.154	-19.140	-19.947	

M 64	-inf	-16.068	-15.973	-14.193	-15.253	-15.938	-14.181	-14.344	-16.744	-13.884	-12.922	-14.489	-15.796	-13.810	-15.598	-14.116	-14.585	-13.608	-15.125	-14.567	-15.058	-16.855	-16.688	-14.102	-17.664	-13.936	-14.859	-10.751	-11.204	-10.303	-9.300	-7.585	-8.227	-6.963	-10.511	-12.422	-12.110	-15.183	-15.088	-15.200	-11.457	-15.359	-14.830	-14.619	-16.771	-15.152	-16.416	-16.766	-13.724	-14.508	-15.704	-12.068	-16.837	-13.832	-16.015	-16.164	-16.619	-16.564	-15.298	-14.832	-15.204	-15.073	-15.742	-16.673	-16.737	-15.934	-16.223	-16.557	-14.538	-16.773	-16.085	-16.832	-13.951	-14.635	-13.068	-13.953	-15.031	-14.739	-14.962	-14.488	-16.650	-15.381	-14.002	-15.280	-16.713	-15.145	-16.633	-12.778	-15.811	-14.906	-14.197	-15.280	-16.639	-16.354	-15.726	-15.090	-15.124	-15.553	-15.178	-14.204	-16.365	-15.128	-14.690	-15.356	-16.427	-16.354	-15.292	-14.789	-16.607	-13.292	-14.473	-15.607	-14.690	-14.810	-15.247	-16.190	-15.539	-13.754	-13.379	-14.754	-15.127	-15.331	-16.830	-14.200	-15.612	-12.689	-14.567	-16.393	-14.603	-14.306	-15.563	-14.292	-16.813	-14.467	-16.591	-15.696	-15.110	-16.472	-16.108	-14.947	-14.131	-16.183	-15.742	-15.611	-13.460	-16.074	-16.329	-16.327	-16.513	-16.254	-14.645	-14.896	-14.688	-15.441	-16.666	-14.040	-14.966	-18.182	-14.647	-13.710	-13.243	-14.076	-16.986	-16.636	-16.084	-15.312	-15.807	-15.638	-15.688	-13.585	-14.747	-15.135	-13.219	-15.009	-15.262	-14.266	-16.731	-14.406	-15.020	-14.227	-16.636	-14.487	-15.261	-13.574	
I 64	-inf	-19.852	-18.832	-18.329	-19.905	-19.699	-21.056	-21.407	-18.904	-19.979	-20.803	-16.950	-19.931	-19.715	-18.637	-16.121	-17.997	-19.132	-20.844	-19.679	-19.701	-18.649	-19.557	-17.765	-18.992	-13.524	-9.552	-7.709	-7.415	-13.314	-13.218	-11.677	-7.279	-14.591	-16.425	-18.401	-19.533	-19.017	-19.357	-18.615	-19.828	-20.178	-20.060	-20.278	-15.359	-16.779	-19.953	-19.496	-20.266	-18.803	-17.831	-18.293	-16.857	-16.243	-19.854	-20.469	-15.122	-19.434	-19.112	-15.588	-20.242	-14.849	-20.496	-20.606	-20.481	-20.538	-20.226	-19.442	-21.248	-16.580	-20.879	-20.860	-20.231	-19.362	-20.200	-22.654	-20.559	-20.854	-19.876	-20.477	-19.378	-16.716	-19.029	-19.694	-20.412	-20.541	-18.706	-19.340	-19.213	-20.059	-20.820	-21.545	-21.353	-21.375	-20.703	-20.957	-21.208	-20.468	-20.277	-20.799	-21.358	-20.952	-21.058	-14.340	-20.267	-20.141	-20.650	-18.194	-16.059	-15.732	-20.315	-19.761	-20.842	-21.128	-20.979	-20.664	-20.232	-19.354	-21.137	-20.097	-15.720	-20.660	-19.977	-19.561	-18.840	-13.875	-20.382	-19.889	-20.624	-20.324	-17.002	-20.777	-20.278	-20.192	-19.742	-20.470	-14.792	-17.893	-20.049	-19.853	-20.124	-19.618	-20.153	-20.294	-20.792	-14.740	-19.968	-15.188	-20.149	-16.614	-21.049	-20.192	-20.384	-20.817	-18.754	-20.279	-20.104	-19.597	-17.904	-18.754	-20.638	-21.512	-15.958	-18.404	-20.866	-20.466	-19.513	-20.797	-21.614	-21.029	-20.474	-19.518	-20.793	-20.547	-20.333	-19.269	-20.576	-19.976	-20.657	-21.357	-19.748	-20.254	-19.225	0.000	
D 64	-inf	-inf	-21.989	-21.203	-20.715	-21.658	-22.464	-20.707	-20.870	-21.813	-20.408	-19.449	-20.404	-21.359	-20.337	-21.292	-18.389	-19.233	-17.787	-18.873	-17.400	-18.664	-19.619	-20.574	-20.629	-21.584	-17.544	-16.447	-13.285	-13.683	-14.371	-15.252	-12.735	-13.675	-13.485	-14.424	-15.381	-16.330	-17.252	-18.161	-19.053	-17.403	-18.286	-19.168	-19.568	-20.466	-21.479	-22.417	-23.292	-20.250	-21.034	-21.973	-14.030	-14.430	-16.262	-16.951	-18.511	-19.564	-20.371	-21.133	-15.805	-16.385	-16.551	-17.889	-18.330	-18.706	-19.223	-17.880	-19.524	-20.481	-21.292	-20.430	-21.312	-20.467	-21.162	-19.595	-20.480	-21.435	-21.266	-17.012	-17.430	-17.847	-17.729	-17.855	-19.297	-20.112	-20.721	-21.555	-19.289	-20.244	-21.199	-20.724	-21.679	-22.634	-22.080	-22.252	-21.615	-21.649	-22.080	-21.706	-20.731	-17.396	-17.209	-15.745	-16.805	-17.154	-17.503	-18.237	-17.776	-18.156	-17.748	-19.049	-19.840	-20.145	-20.926	-20.574	-20.493	-16.704	-16.500	-14.877	-15.314	-17.096	-17.509	-18.914	-19.800	-20.686	-14.387	-15.841	-16.480	-17.437	-18.196	-16.701	-18.407	-18.546	-19.928	-20.681	-20.009	-16.664	-18.509	-19.464	-20.460	-19.903	-20.868	-19.025	-19.971	-15.345	-15.730	-17.326	-17.621	-18.333	-20.061	-20.926	-21.413	-20.757	-21.703	-22.664	-20.568	-21.493	-22.448	-21.174	-20.237	-19.770	-20.603	-21.558	-22.440	-22.604	-21.831	-22.326	-22.157	-22.207	-20.105	-20.986	-21.655	-17.821	-18.636	-19.451	-20.505	-21.460	-20.934	-21.548	-20.754	-20.847	-21.001	-21.785	

M 65	-inf	-15.894	-15.231	-13.465	-14.183	-15.647	-14.511	-14.894	-15.036	-14.342	-12.680	-13.920	-15.256	-14.760	-14.827	-13.804	-14.723	-15.590	-13.996	-15.175	-15.452	-17.809	-16.467	-14.674	-17.226	-14.762	-15.381	-10.876	-10.653	-9.960	-10.853	-9.058	-6.438	-7.482	-8.056	-12.178	-12.772	-13.638	-14.452	-15.504	-14.385	-13.190	-15.026	-13.840	-15.488	-16.212	-16.345	-16.634	-13.741	-13.342	-14.416	-14.442	-13.883	-14.234	-15.283	-15.476	-16.310	-15.677	-15.926	-13.996	-16.546	-15.894	-15.857	-15.539	-16.324	-15.668	-14.666	-15.816	-14.937	-16.114	-15.530	-16.704	-14.671	-13.955	-13.515	-15.066	-13.490	-15.186	-14.033	-15.378	-15.656	-15.490	-15.712	-15.411	-16.660	-15.225	-15.941	-15.502	-13.319	-14.302	-16.941	-14.031	-16.490	-16.258	-15.160	-16.448	-14.529	-14.462	-14.855	-13.894	-15.677	-15.286	-14.209	-14.845	-15.657	-16.340	-15.309	-13.685	-15.082	-15.887	-13.011	-14.743	-15.964	-15.876	-15.280	-15.116	-15.931	-14.631	-13.652	-13.192	-15.344	-15.155	-16.612	-14.741	-14.809	-14.942	-12.728	-15.973	-16.226	-15.476	-14.504	-15.391	-15.994	-15.402	-14.944	-14.344	-13.697	-16.131	-15.317	-15.921	-14.072	-14.670	-16.539	-15.983	-13.757	-14.427	-16.420	-16.716	-16.376	-16.380	-14.879	-13.916	-13.508	-13.343	-16.165	-16.645	-15.080	-18.339	-13.894	-13.999	-14.230	-13.373	-16.113	-16.648	-16.618	-14.196	-15.498	-16.472	-15.396	-14.631	-14.607	-14.412	-14.370	-13.606	-15.008	-13.735	-15.828	-16.078	-13.784	-14.496	-15.551	-14.585	-14.798	-13.751	
I 65	-inf	-20.624	-19.786	-18.315	-20.677	-20.472	-19.985	-20.148	-19.677	-19.686	-18.727	-16.452	-20.703	-19.615	-19.409	-17.355	-18.770	-17.824	-20.908	-20.372	-20.473	-19.421	-20.330	-18.538	-19.765	-14.224	-10.155	-7.881	-7.707	-14.087	-13.990	-12.450	-9.220	-12.763	-16.314	-18.225	-17.915	-19.789	-20.129	-19.387	-17.254	-20.951	-20.627	-20.416	-16.160	-17.042	-20.726	-20.269	-19.527	-19.575	-18.604	-16.012	-17.362	-15.372	-20.627	-21.242	-15.822	-20.206	-19.885	-15.685	-20.546	-15.034	-21.056	-21.378	-21.254	-21.311	-20.999	-20.214	-20.334	-17.293	-21.651	-21.633	-19.745	-20.135	-18.873	-19.758	-20.836	-20.544	-20.649	-20.156	-20.151	-17.040	-19.578	-20.184	-21.185	-20.931	-19.479	-18.567	-19.986	-20.711	-20.002	-21.085	-22.126	-22.148	-21.476	-20.893	-20.927	-21.240	-20.983	-20.009	-22.131	-20.494	-20.411	-14.526	-21.039	-20.914	-20.699	-18.693	-16.782	-14.514	-20.104	-20.534	-20.471	-20.588	-21.028	-21.436	-21.004	-19.163	-18.988	-20.117	-15.880	-21.117	-20.749	-19.997	-19.612	-14.003	-20.169	-20.661	-20.341	-20.085	-17.492	-19.713	-21.051	-20.053	-20.515	-21.243	-14.968	-18.206	-20.821	-20.625	-19.936	-20.390	-20.925	-21.067	-19.246	-15.162	-20.740	-15.383	-20.922	-17.383	-20.440	-20.691	-20.493	-21.245	-19.526	-19.845	-19.481	-20.369	-18.677	-19.515	-19.048	-19.881	-16.248	-19.491	-21.638	-21.109	-20.285	-21.435	-21.485	-19.382	-20.544	-20.290	-19.016	-20.797	-21.050	-18.663	-21.348	-20.211	-20.825	-20.032	-20.520	-20.279	-19.997	0.000	
D 65	-inf	-inf	-21.815	-20.461	-19.987	-20.709	-21.652	-21.037	-21.420	-20.826	-20.867	-19.207	-20.162	-21.118	-21.287	-21.355	-18.077	-18.922	-19.769	-20.501	-18.009	-19.272	-20.227	-21.183	-21.201	-22.157	-18.370	-16.969	-13.410	-13.132	-14.028	-14.909	-14.208	-12.643	-13.601	-14.539	-15.496	-16.446	-17.368	-18.277	-19.169	-20.064	-19.710	-20.592	-18.789	-19.687	-20.700	-21.639	-22.577	-20.266	-19.868	-20.806	-16.404	-16.023	-17.613	-16.219	-17.779	-18.832	-19.639	-20.401	-14.968	-15.548	-15.917	-17.255	-17.196	-17.572	-18.089	-16.322	-17.967	-18.923	-19.899	-19.875	-20.757	-21.187	-20.482	-20.043	-20.998	-20.017	-20.972	-16.083	-16.501	-16.918	-17.467	-17.995	-19.437	-20.252	-20.801	-21.635	-22.012	-19.847	-20.802	-21.757	-20.558	-21.513	-21.984	-21.686	-22.623	-21.055	-20.989	-21.382	-20.421	-16.708	-17.366	-15.265	-16.324	-16.674	-17.022	-17.756	-16.672	-17.052	-17.630	-18.263	-19.054	-19.820	-20.601	-20.608	-19.419	-17.096	-17.377	-15.151	-15.587	-17.369	-17.333	-18.738	-19.624	-20.024	-16.639	-15.700	-16.339	-17.296	-18.055	-15.642	-17.348	-17.726	-19.108	-19.125	-18.657	-15.250	-17.096	-18.051	-19.047	-19.844	-20.737	-19.822	-20.768	-15.642	-16.027	-17.623	-17.918	-18.630	-20.358	-21.224	-20.433	-19.577	-19.870	-20.830	-21.785	-21.607	-22.563	-20.422	-20.527	-20.757	-19.900	-20.781	-21.662	-22.544	-20.715	-21.597	-22.478	-21.915	-21.150	-21.126	-20.931	-18.972	-19.787	-20.602	-20.245	-21.200	-22.155	-20.312	-21.023	-19.762	-20.748	-21.323	

